intersection_id,tollgate_id,time_window,avg_travel_time,route,avg_travel_time_log,start_datetime,start_hour,day_of_week,date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,datetime,weekday
A,2,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",65.67,A-2,4.199755076629969,2016-07-19 17:40:00,17,1,2016-07-19,15,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2016-07-19 15:00:00,1
B,3,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",109.3,B-3,4.703203926259457,2016-07-19 17:40:00,17,1,2016-07-19,15,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2016-07-19 15:00:00,1
C,1,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",141.04,C-1,4.956108708074887,2016-07-19 17:40:00,17,1,2016-07-19,15,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2016-07-19 15:00:00,1
A,3,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",102.47,A-3,4.6392817156168595,2016-07-19 17:40:00,17,1,2016-07-19,15,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2016-07-19 15:00:00,1
C,3,"[2016-07-19 17:40:00,2016-07-19 18:00:00)",203.77,C-3,5.321887398060469,2016-07-19 17:40:00,17,1,2016-07-19,15,1001.0,1005.8,202.0,1.5,29.0,80.0,0.0,2016-07-19 15:00:00,1
B,3,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",108.3,B-3,4.694096395182493,2016-07-19 18:00:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
C,1,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",202.21,C-1,5.314239927091852,2016-07-19 18:00:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
A,3,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",99.14,A-3,4.606569206901798,2016-07-19 18:00:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
C,3,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",134.43,C-3,4.90845490166728,2016-07-19 18:00:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
A,2,"[2016-07-19 18:00:00,2016-07-19 18:20:00)",85.11,A-2,4.455625548708074,2016-07-19 18:00:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
B,1,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",382.03,B-1,5.9481133150948144,2016-07-19 18:20:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
B,3,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",91.94,B-3,4.531954123656832,2016-07-19 18:20:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
A,3,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",109.12,A-3,4.701570680274407,2016-07-19 18:20:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
C,1,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",360.56,C-1,5.89042800293021,2016-07-19 18:20:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
C,3,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",254.01,C-3,5.541302760075785,2016-07-19 18:20:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
A,2,"[2016-07-19 18:20:00,2016-07-19 18:40:00)",50.57,A-2,3.9429401080628677,2016-07-19 18:20:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
C,1,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",168.36,C-1,5.13202662682661,2016-07-19 18:40:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
C,3,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",176.96,C-3,5.181558805937841,2016-07-19 18:40:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
B,3,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",106.92,B-3,4.6813902118995,2016-07-19 18:40:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
A,3,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",132.73,A-3,4.895822841884705,2016-07-19 18:40:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
A,2,"[2016-07-19 18:40:00,2016-07-19 19:00:00)",65.07,A-2,4.190714786041794,2016-07-19 18:40:00,18,1,2016-07-19,18,999.6,1004.4,198.0,2.1,27.7,88.0,0.0,2016-07-19 18:00:00,1
A,3,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",140.36,A-3,4.951309828011441,2016-07-20 08:00:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
B,1,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",212.31,B-1,5.3627465067037265,2016-07-20 08:00:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
C,3,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",155.16,C-3,5.050881122664783,2016-07-20 08:00:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
C,1,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",237.4,C-1,5.473949935191195,2016-07-20 08:00:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
B,3,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",182.66,B-3,5.213086222185376,2016-07-20 08:00:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
A,2,"[2016-07-20 08:00:00,2016-07-20 08:20:00)",61.01,A-2,4.127295662361787,2016-07-20 08:00:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
A,3,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",192.68,A-3,5.2662073126298035,2016-07-20 08:20:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
A,2,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",332.16,A-2,5.8086228550671395,2016-07-20 08:20:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
C,3,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",273.14,C-3,5.613638924803235,2016-07-20 08:20:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
B,3,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",127.68,B-3,4.857328702370825,2016-07-20 08:20:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
C,1,"[2016-07-20 08:20:00,2016-07-20 08:40:00)",305.51,C-1,5.725250381271442,2016-07-20 08:20:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
A,3,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",276.98,A-3,5.627549168656612,2016-07-20 08:40:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
A,2,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",50.99,A-2,3.9510513923956245,2016-07-20 08:40:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
B,3,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",134.42,B-3,4.908381060057499,2016-07-20 08:40:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
C,3,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",229.15,C-3,5.438731270263251,2016-07-20 08:40:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
C,1,"[2016-07-20 08:40:00,2016-07-20 09:00:00)",152.86,C-1,5.036043098030789,2016-07-20 08:40:00,8,2,2016-07-20,6,998.7,1003.5,199.0,4.7,37.1,41.0,0.0,2016-07-20 06:00:00,1
B,1,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",151.44,B-1,5.02677107600566,2016-07-20 09:00:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
C,1,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",276.13,C-1,5.624486710173352,2016-07-20 09:00:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
A,2,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",44.94,A-2,3.8273361972609523,2016-07-20 09:00:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
A,3,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",242.85,A-3,5.496553282156062,2016-07-20 09:00:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
B,3,"[2016-07-20 09:00:00,2016-07-20 09:20:00)",114.74,B-3,4.751346296145693,2016-07-20 09:00:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
A,3,"[2016-07-20 09:20:00,2016-07-20 09:40:00)",269.83,A-3,5.601491317767735,2016-07-20 09:20:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
C,1,"[2016-07-20 09:20:00,2016-07-20 09:40:00)",199.87,C-1,5.302657932646457,2016-07-20 09:20:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
B,1,"[2016-07-20 09:20:00,2016-07-20 09:40:00)",115.11,B-1,4.7545380176389145,2016-07-20 09:20:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
B,3,"[2016-07-20 09:20:00,2016-07-20 09:40:00)",142.06,B-3,4.963264122680238,2016-07-20 09:20:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
A,2,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",23.3,A-2,3.190476350346503,2016-07-20 09:40:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
B,3,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",170.11,B-3,5.142306624543879,2016-07-20 09:40:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
B,1,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",155.41,B-1,5.05248076468615,2016-07-20 09:40:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
C,3,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",102.43,C-3,4.638895055389712,2016-07-20 09:40:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
A,3,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",250.81,A-3,5.528674834880441,2016-07-20 09:40:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
C,1,"[2016-07-20 09:40:00,2016-07-20 10:00:00)",171.96,C-1,5.153060353890898,2016-07-20 09:40:00,9,2,2016-07-20,9,998.7,1003.5,217.0,3.4,37.0,40.0,0.0,2016-07-20 09:00:00,1
C,1,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",248.15,C-1,5.518055124727414,2016-07-20 17:00:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
C,3,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",179.45,C-3,5.195453731088797,2016-07-20 17:00:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
A,3,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",108.08,A-3,4.692081557977388,2016-07-20 17:00:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
B,3,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",114.94,B-3,4.753072815911587,2016-07-20 17:00:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
A,2,"[2016-07-20 17:00:00,2016-07-20 17:20:00)",50.16,A-2,3.934957976710642,2016-07-20 17:00:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
C,1,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",125.53,C-1,4.840479434201172,2016-07-20 17:20:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
A,3,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",168.57,A-3,5.133265820919036,2016-07-20 17:20:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
A,2,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",81.35,A-2,4.410978456623649,2016-07-20 17:20:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
B,3,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",131.36,B-3,4.885525483053412,2016-07-20 17:20:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
C,3,"[2016-07-20 17:20:00,2016-07-20 17:40:00)",148.84,C-3,5.009568058135833,2016-07-20 17:20:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
A,2,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",75.48,A-2,4.337029268743146,2016-07-20 17:40:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
B,3,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",134.24,B-3,4.907050977839686,2016-07-20 17:40:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
C,3,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",214.36,C-3,5.372311046456363,2016-07-20 17:40:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
A,3,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",123.79,A-3,4.826632324519763,2016-07-20 17:40:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
C,1,"[2016-07-20 17:40:00,2016-07-20 18:00:00)",175.44,C-1,5.172980875236739,2016-07-20 17:40:00,17,2,2016-07-20,15,1001.3,1006.1,208.0,2.1,30.6,63.0,0.0,2016-07-20 15:00:00,1
B,3,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",101.55,B-3,4.63035048451839,2016-07-20 18:00:00,18,2,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2016-07-20 18:00:00,1
C,3,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",200.78,C-3,5.307177994980234,2016-07-20 18:00:00,18,2,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2016-07-20 18:00:00,1
A,3,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",114.3,A-3,4.747537427275013,2016-07-20 18:00:00,18,2,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2016-07-20 18:00:00,1
C,1,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",213.84,C-1,5.369893565037259,2016-07-20 18:00:00,18,2,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2016-07-20 18:00:00,1
A,2,"[2016-07-20 18:00:00,2016-07-20 18:20:00)",67.89,A-2,4.232511029605105,2016-07-20 18:00:00,18,2,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2016-07-20 18:00:00,1
A,3,"[2016-07-20 18:20:00,2016-07-20 18:40:00)",102.69,A-3,4.6414056785701865,2016-07-20 18:20:00,18,2,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2016-07-20 18:00:00,1
A,2,"[2016-07-20 18:20:00,2016-07-20 18:40:00)",85.1,A-2,4.455509411433685,2016-07-20 18:20:00,18,2,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2016-07-20 18:00:00,1
C,3,"[2016-07-20 18:20:00,2016-07-20 18:40:00)",137.7,C-3,4.932313327320786,2016-07-20 18:20:00,18,2,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2016-07-20 18:00:00,1
B,3,"[2016-07-20 18:20:00,2016-07-20 18:40:00)",113.77,B-3,4.742930125692577,2016-07-20 18:20:00,18,2,2016-07-20,18,1000.9,1005.7,210.0,2.5,29.0,69.0,0.0,2016-07-20 18:00:00,1
